,INDICATOR_ID,INDICATOR_LABEL_EN
1424,ROFST.H.3.Q5.M,"Out-of-school rate for youth of upper secondary school age, richest quintile, male (household survey data) (%)"
1425,ROFST.H.3.Q5.M.LPIA,"Out-of-school rate for youth of upper secondary school age, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
1426,ROFST.H.3.RUR,"Out-of-school rate for youth of upper secondary school age, rural, both sexes (household survey data) (%)"
1427,ROFST.H.3.RUR.F,"Out-of-school rate for youth of upper secondary school age, rural, female (household survey data) (%)"
1428,ROFST.H.3.RUR.F.WPIA,"Out-of-school rate for youth of upper secondary school age, rural, female, adjusted wealth parity index (household survey data) (WPIA)"
1429,ROFST.H.3.RUR.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, adjusted gender parity index (household survey data) (GPIA)"
1430,ROFST.H.3.RUR.M,"Out-of-school rate for youth of upper secondary school age, rural, male (household survey data) (%)"
1431,ROFST.H.3.RUR.M.WPIA,"Out-of-school rate for youth of upper secondary school age, rural, male, adjusted wealth parity index (household survey data) (WPIA)"
1432,ROFST.H.3.RUR.Q1,"Out-of-school rate for youth of upper secondary school age, rural, poorest quintile, both sexes (household survey data) (%)"
1433,ROFST.H.3.RUR.Q1.F,"Out-of-school rate for youth of upper secondary school age, rural, poorest quintile, female (household survey data) (%)"
1434,ROFST.H.3.RUR.Q1.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
1435,ROFST.H.3.RUR.Q1.M,"Out-of-school rate for youth of upper secondary school age, rural, poorest quintile, male (household survey data) (%)"
1436,ROFST.H.3.RUR.Q2,"Out-of-school rate for youth of upper secondary school age, rural, second quintile, both sexes (household survey data) (%)"
1437,ROFST.H.3.RUR.Q2.F,"Out-of-school rate for youth of upper secondary school age, rural, second quintile, female (household survey data) (%)"
1438,ROFST.H.3.RUR.Q2.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, second quintile, adjusted gender parity index (household survey data) (GPIA)"
1439,ROFST.H.3.RUR.Q2.M,"Out-of-school rate for youth of upper secondary school age, rural, second quintile, male (household survey data) (%)"
1440,ROFST.H.3.RUR.Q3,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, both sexes (household survey data) (%)"
1441,ROFST.H.3.RUR.Q3.F,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, female (household survey data) (%)"
1442,ROFST.H.3.RUR.Q3.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
1443,ROFST.H.3.RUR.Q3.M,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, male (household survey data) (%)"
1444,ROFST.H.3.RUR.Q4,"Out-of-school rate for youth of upper secondary school age, rural, fourth quintile, both sexes (household survey data) (%)"
1445,ROFST.H.3.RUR.Q4.F,"Out-of-school rate for youth of upper secondary school age, rural, fourth quintile, female (household survey data) (%)"
1446,ROFST.H.3.RUR.Q4.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
1447,ROFST.H.3.RUR.Q4.M,"Out-of-school rate for youth of upper secondary school age, rural, fourth quintile, male (household survey data) (%)"
1448,ROFST.H.3.RUR.Q5,"Out-of-school rate for youth of upper secondary school age, rural, richest quintile, both sexes (household survey data) (%)"
1449,ROFST.H.3.RUR.Q5.F,"Out-of-school rate for youth of upper secondary school age, rural, richest quintile, female (household survey data) (%)"
1450,ROFST.H.3.RUR.Q5.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
1451,ROFST.H.3.RUR.Q5.M,"Out-of-school rate for youth of upper secondary school age, rural, richest quintile, male (household survey data) (%)"
1452,ROFST.H.3.RUR.WPIA,"Out-of-school rate for youth of upper secondary school age, rural, adjusted wealth parity index (household survey data) (WPIA)"
1453,ROFST.H.3.URB,"Out-of-school rate for youth of upper secondary school age, urban, both sexes (household survey data) (%)"
1454,ROFST.H.3.URB.F,"Out-of-school rate for youth of upper secondary school age, urban, female (household survey data) (%)"
1455,ROFST.H.3.URB.F.WPIA,"Out-of-school rate for youth of upper secondary school age, urban, female, adjusted wealth parity index (household survey data) (WPIA)"
1456,ROFST.H.3.URB.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, adjusted gender parity index (household survey data) (GPIA)"
1457,ROFST.H.3.URB.M,"Out-of-school rate for youth of upper secondary school age, urban, male (household survey data) (%)"
1458,ROFST.H.3.URB.M.WPIA,"Out-of-school rate for youth of upper secondary school age, urban, male, adjusted wealth parity index (household survey data) (WPIA)"
1459,ROFST.H.3.URB.Q1,"Out-of-school rate for youth of upper secondary school age, urban, poorest quintile, both sexes (household survey data) (%)"
1460,ROFST.H.3.URB.Q1.F,"Out-of-school rate for youth of upper secondary school age, urban, poorest quintile, female (household survey data) (%)"
1461,ROFST.H.3.URB.Q1.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
1462,ROFST.H.3.URB.Q1.M,"Out-of-school rate for youth of upper secondary school age, urban, poorest quintile, male (household survey data) (%)"
1463,ROFST.H.3.URB.Q2,"Out-of-school rate for youth of upper secondary school age, urban, second quintile, both sexes (household survey data) (%)"
1464,ROFST.H.3.URB.Q2.F,"Out-of-school rate for youth of upper secondary school age, urban, second quintile, female (household survey data) (%)"
1465,ROFST.H.3.URB.Q2.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, second quintile, adjusted gender parity index (household survey data) (GPIA)"
1466,ROFST.H.3.URB.Q2.M,"Out-of-school rate for youth of upper secondary school age, urban, second quintile, male (household survey data) (%)"
1467,ROFST.H.3.URB.Q3,"Out-of-school rate for youth of upper secondary school age, urban, middle quintile, both sexes (household survey data) (%)"
1468,ROFST.H.3.URB.Q3.F,"Out-of-school rate for youth of upper secondary school age, urban, middle quintile, female (household survey data) (%)"
1469,ROFST.H.3.URB.Q3.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
1470,ROFST.H.3.URB.Q3.M,"Out-of-school rate for youth of upper secondary school age, urban, middle quintile, male (household survey data) (%)"
1471,ROFST.H.3.URB.Q4,"Out-of-school rate for youth of upper secondary school age, urban, fourth quintile, both sexes (household survey data) (%)"
1472,ROFST.H.3.URB.Q4.F,"Out-of-school rate for youth of upper secondary school age, urban, fourth quintile, female (household survey data) (%)"
1473,ROFST.H.3.URB.Q4.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
1474,ROFST.H.3.URB.Q4.M,"Out-of-school rate for youth of upper secondary school age, urban, fourth quintile, male (household survey data) (%)"
1475,ROFST.H.3.URB.Q5,"Out-of-school rate for youth of upper secondary school age, urban, richest quintile, both sexes (household survey data) (%)"
1476,ROFST.H.3.URB.Q5.F,"Out-of-school rate for youth of upper secondary school age, urban, richest quintile, female (household survey data) (%)"
1477,ROFST.H.3.URB.Q5.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
1478,ROFST.H.3.URB.Q5.M,"Out-of-school rate for youth of upper secondary school age, urban, richest quintile, male (household survey data) (%)"
1479,ROFST.H.3.URB.WPIA,"Out-of-school rate for youth of upper secondary school age, urban, adjusted wealth parity index (household survey data) (WPIA)"
1480,ROFST.H.3.WPIA,"Out-of-school rate for youth of upper secondary school age, adjusted wealth parity index (household survey data) (WPIA)"
1481,SCHBSP.1.WCOMPUT     ,Proportion of primary schools with access to computers for pedagogical purposes (%)
1482,SCHBSP.1.WELEC,Proportion of primary schools with access to electricity (%)
1483,SCHBSP.1.WHIVSEXED,Percentage of primary schools providing life skills-based HIV and sexuality education
1484,SCHBSP.1.WINFSTUDIS,Proportion of primary schools with access to adapted infrastructure and materials for students with disabilities (%)
1485,SCHBSP.1.WINTERN     ,Proportion of primary schools with access to Internet for pedagogical purposes (%)
1486,SCHBSP.1.WTOILA,Proportion of primary schools with single-sex basic sanitation facilities (%)
1487,SCHBSP.1.WWASH,Proportion of primary schools with basic handwashing facilities (%)
1488,SCHBSP.1.WWATA,Proportion of primary schools with access to basic drinking water (%)
1489,SCHBSP.2.WCOMPUT     ,Proportion of lower secondary schools with access to computers for pedagogical purposes (%)
1490,SCHBSP.2.WELEC,Proportion of lower secondary schools with access to electricity (%)
1491,SCHBSP.2.WHIVSEXED,Percentage of lower secondary schools providing life skills-based HIV and sexuality education
1492,SCHBSP.2.WINFSTUDIS,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%)
1493,SCHBSP.2.WINTERN     ,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)
1494,SCHBSP.2.WTOILA,Proportion of lower secondary schools with single-sex basic sanitation facilities (%)
1495,SCHBSP.2.WWASH,Proportion of lower secondary schools with basic handwashing facilities (%)
1496,SCHBSP.2.WWATA,Proportion of lower secondary schools with access to basic drinking water (%)
1497,SCHBSP.2T3.WCOMPUT     ,Proportion of secondary schools with access to computers for pedagogical purposes (%)
1498,SCHBSP.2T3.WINTERN     ,Proportion of secondary schools with access to Internet for pedagogical purposes (%)
1499,SCHBSP.3.WCOMPUT     ,Proportion of upper secondary schools with access to computers for pedagogical purposes (%)
1500,SCHBSP.3.WELEC,Proportion of upper secondary schools with access to electricity (%)
1501,SCHBSP.3.WHIVSEXED,Percentage of upper secondary schools providing life skills-based HIV and sexuality education
1502,SCHBSP.3.WINFSTUDIS,Proportion of upper secondary schools with access to adapted infrastructure and materials for students with disabilities (%)
1503,SCHBSP.3.WINTERN     ,Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)
1504,SCHBSP.3.WTOILA,Proportion of upper secondary schools with single-sex basic sanitation facilities (%)
1505,SCHBSP.3.WWASH,Proportion of upper secondary schools with basic handwashing facilities (%)
1506,SCHBSP.3.WWATA,Proportion of upper secondary schools with access to basic drinking water (%)
1507,TATTRR.02,"Teacher attrition rate from pre-primary education, both sexes (%)"
1508,TATTRR.02.F,"Teacher attrition rate from pre-primary education, female (%)"
1509,TATTRR.02.GPIA,"Teacher attrition rate from pre-primary education, adjusted gender parity index (GPIA)"
1510,TATTRR.02.M,"Teacher attrition rate from pre-primary education, male (%)"
1511,TATTRR.1,"Teacher attrition rate from primary education, both sexes (%)"
1512,TATTRR.1.F,"Teacher attrition rate from primary education, female (%)"
1513,TATTRR.1.GPIA,"Teacher attrition rate from primary education, adjusted gender parity index (GPIA)"
1514,TATTRR.1.M,"Teacher attrition rate from primary education, male (%)"
1515,TATTRR.2,"Teacher attrition rate from lower secondary education, both sexes (%)"
1516,TATTRR.2.F,"Teacher attrition rate from lower secondary education, female (%)"
1517,TATTRR.2.GPIA,"Teacher attrition rate from lower secondary education, adjusted gender parity index (GPIA)"
1518,TATTRR.2.M,"Teacher attrition rate from lower secondary education, male (%)"
1519,TATTRR.2T3,"Teacher attrition rate from secondary education, both sexes (%)"
1520,TATTRR.2T3.F,"Teacher attrition rate from secondary education, female (%)"
1521,TATTRR.2T3.GPIA,"Teacher attrition rate from secondary education, adjusted gender parity index (GPIA)"
1522,TATTRR.2T3.GPV,"Teacher attrition rate from general secondary education, both sexes (%)"
